Tweet index	Label	Tweet text
958	0	someone could come give massage would gr
959	0	#oth playing back ground workohhh #naughty p #fun
960	1	favorite thing tuesday write psychology papers :neutral_face: #killme
961	1	yay early morning protestors #heavyamountsofsarcasm
962	1	nbcsportsroc arizona coyotes forge deal bmw httptcoszhdhkli relocation
963	0	xboxsupport hello give guess xbox core services fixed
964	1	todayshow joel olstein man hardly ever mentions jesus sermons going talk meaning christmas
965	1	#ready #business today :grinning_face_with_smiling_eyes: :see-no-evil_monkey: #tiredashell #coffeecoffeecoffee #morecoffee httptcobakhhhfba httptcojuzplcnes
966	0	dont understand tlist dont read inamorata read inamorato lmao #sorry prob lol
967	1	two marijuanas look happened dont #legalizeit #merica httptcoohxbnekeqt
968	1	nickiminaj slaying igloo australias home country lol rt malikzminaj nicki slaying new zealand httptcooimuznqr
969	0	see shouldnt use version control #notjustwordpress httptcouctjwtxzl
970	1	less hours sleep fantastic :beaming_face_with_smiling_eyes:
971	0	ayjamal wesay yar date good :winking_face: guess shein first meetingwanted b seen girl smthin hindsight found mashkook
972	0	vwigan sorry missed tag end tweet
973	1	love adults act like children #eyeroll
974	1	feel faint chasing whippet lily libby gabby millie cats playing chase garden #aintitfun #notfun
975	0	earthpix adorable little white tiger httptcogmfrugmir
976	1	asked god protect enemies long time ago short started losing friends #naah
977	1	espngreeny arent humans ones playing sport
978	0	mulcahybrandan nourmays thisisianhogan traviscrawf zinnsanity tannerdixon victoriawahl guys finals :hundred_points:
979	1	k give us famous bf fan need entertainment apparently
980	1	markknoller thatll work #hellbefiredinelevenmonths
981	0	didnt time wake bake mornin winnin :pouting_face: :person_gesturing_NO:
982	1	awake early day christmasfeeling ill banging head bunged shivering need
983	0	beginning look lot like christmas #timetodecorate #tistheseason httptcomhcrrzn
984	1	sony studio bosses employees dont worry well fine httptcoyvvoiiwxtu know id feel better httptcousutlmo
985	1	patrickmchall wakondaclub bet fairways greens rival work wakondagrounds
986	1	jordanbrown haha quite right mate coonty workers got aff easy al tell ye oot workin like hamilton accie :person_wearing_turban: :face_with_tears_of_joy: :face_with_tears_of_joy:
987	1	lifes like bird pretty cute craps head #gharwapsi #hoursofcrazy #poweroffive #lol #anticonversionlaw
988	1	taylorlaynee dweigh kardashianreact shallow af stop discriminating eyes eyes beautiful
989	1	madrabdgg mk shadow shift much fun feltomgon
990	0	talkhoops pierce whats wrong
991	0	stop accepting crumbs name love equally appreciate silence solitude festivity loving
992	0	god bless whoever came idea making coloureds bruhnot cape colourds thou
993	0	new #hiphop music flows crack music httptcopqmuemljuf #jerseycity #nj #ny #birthofawinner
994	0	saturday selfies miss guys ellakcx taracasey jessicaxxx mark :face_blowing_a_kiss: :face_blowing_a_kiss: :face_blowing_a_kiss: :face_blowing_a_kiss: kiss one httptcotgrkuynj
995	0	arbys youre loving game weve got desserts might enjoy #turnovers #orevsfsu even arbys talking smack fsu
996	0	exactly year ago today via timehop httptcomenszdik httptcouoptfadw
997	0	greaaaat night :smiling_face: :beaming_face_with_smiling_eyes:
998	0	stephhammy wonder audio book
999	0	queens stone age rock rio httptcorhqrtbaxgm ícias #queensofthestoneage #rockinrio
1000	1	jordyneaton wants get hit bus get #bestroomieaward
1001	0	hold bub httptcomuoduuf #cartoon #comics #funny #jesus
1002	0	unless hes changed laurarubin gumlegs thelexzane jerryjizzum freeman lifedll abptrocket ananvii
1003	0	twitter please follow technical question thanks
1004	0	morelikesapp #necklace #sweet #you #running #inlove #iphoneonly #igers #russia #sm httptcogjxgctgdv httptcofviot
1005	0	lloydgallagher im mate yea good pretty much shud b gd nxt week bit sore kneel still twinges sumtimes ok
1006	1	archers fight supple bows way hoplites fight stiff spears #archer #hoplite #bow #spear
1007	0	lol rt enfieldspurs wouldnt surprise soldado bangs hatrick win chelsea tonight legend back
1008	0	tonights family bonding presents dark quite house playing marco polo side nerf guns #lovemyfam
1009	0	ceyland #u beautiful #best winning important taking part fun matters
1010	1	heard college dropout offering graduate best college jawdropping package
1011	0	nelza buggering country
1012	1	mrcitythinks amazeballs #superman
1013	0	charleydaveler infer besmirching coffee cant right
1014	1	msmac need new job read books miss reading english teacher really gets way reading
1015	1	karanjohar yep thats say
1016	0	#israel #raps #palestinian #un #draft #gimmick httptcowczrgou via reuters
1017	1	seeing ppl walking w crutches makes really excited next weeks life
1018	0	day #novel train #comfortzone #christmastree #nextlevel #buzzkillington #familyguy httptcoalopoybn via weebly
1019	0	running less hours sleep #longnight #longday #sleepy
1020	1	owainthomas loving fulham looks like playoff team #notreally
1021	0	count scars soul
1022	1	big shocker called
1023	1	word counterproductive ever mean anything people sit around dream ideas double wage
1024	0	check things ive really loving recently holiday season httptcofihlieeyt
1025	1	hours food drink going strong #givemeabrew :folded_hands: :loudly_crying_face: :hot_beverage:
1026	1	another great day #ttc
1027	0	destroyrobots damn would made excellent thing recount autobiography p
1028	1	couldnt agree rt champpayne nothing makes feel special receiving automated dm
1029	0	photoset babaybubblez aquabreeze disgustinghotels men lets forget real story httptcodeanrhyp
1030	1	thank lovely people come work sick come eat sick appreciate germs
1031	1	hamackey cspanwj ereader would definitely help save life someone broke house good call
1032	1	late thrown #ps window last night cus couldnt play httptcolsoaq
1033	0	thought gone vegas niggas gone respect know shit httptcoflymxcx
1034	1	tritternz lost license long mwahaha percolatenz
1035	0	stuck traffic :umbrella_with_rain_drops: :high_voltage: #mondays #athensbyrain #traffic #ontheroad #ontime #sisters #coolurstyle httptcoiqccpyfxit
1036	1	tmz hasnt diagnosed w bipolar disorder yet im assuminghe needs beat hard feeling emotions submission
1037	0	jimmyrollins hope know much really loved philly greatest shortstop phillies history thank
1038	1	watching news like oh totally restored faith humanity
1039	1	doodlebug house committee informative thus far #uniteblue
1040	1	favorite dreams ones wake covered tears
1041	1	insomnia cookie cant sleep
1042	0	bjamesweed like loss son
1043	1	know gonna good day roommate comes saying took aderol anxiety attack
1044	1	im going finnish homework get caught everything break httptcodoykpzwwu
1045	0	#lebron #james #violence #is #the #answer lebron james said thursday violence answer httptcogpzdtiuv
1046	1	pulis available guarantee stay
1047	0	#sorry #sorry always #cant #help #it #im #an #asshole #like #that httptcozpjibpsbj
1048	0	cats cute wish wasnt allergic :loudly_crying_face: :loudly_crying_face:
1049	0	monaizadiva kabhi im messier usual messy wesay :persevering_face: need chai im resting last days may reason
1050	0	claybo dawson jsteigleman #squadgoals :smiling_face_with_sunglasses:
1051	0	iwritethings email need friendalways chat ive many many times right xx
1052	1	hulksmash entire body sends sympathies diagnosed rheumatoid arthritis yrs ago yay flareups
1053	1	love scooping feed bunks feed calves
1054	0	door try #yoda try try repeat get right #jarroddavis
1055	0	therealhsk bruhh saw license plate letters fdb :face_with_tears_of_joy:
1056	0	case anyone wondering veni vidi vici spanish vine vi vencí #studybreaks #umdfinalsweek
1057	1	honking whilst drive past romantic makes want trace number plate forever
1058	0	actually friday today proudly present ☆ sunday ☆ go enjoy sunday
1059	1	things amazingly wonderful getting early monday morning start work week #needmoresleep :sleeping_face: :zzz: :confused_face:
1060	1	people start drink means fun
1061	0	#patriots #report #card #grades #half bad tom brady throws pressure nd quarter sundays httptcolzdbhihc
1062	0	new years eve generally overrated party year supposed huge shindig usually im disappointed
1063	1	love unappreciated
1064	0	look #poulan #chainsaw #new httptcoxkxbkqel #shopping #chain #saws #start #starting #will #wont
1065	1	georgeely sarcastic
1066	0	im ready bed
1067	1	ouch hurt :face_with_tears_of_joy:
1068	0	#australia eight #children #killed australia #reported #mass #stabbing httptcowdodtsaxb via reuters
1069	1	penguins cancelled morning skate todaydue icy conditions #butseriouslytheroadsarebad
1070	0	bad idea climb mountain httptcolmsxcniox
1071	1	love math im amped final like hours hardly studied #ibeendoingintegralssincethethgrade :grinning_face_with_smiling_eyes: :winking_face_with_tongue: :face_with_tears_of_joy: :persevering_face: :anxious_face_with_sweat: :tired_face: :confounded_face:
1072	1	im afraid
1073	0	johnsykes absolutely shocking lamestream media hasnt picked #mediabias themrc newsbusters
1074	0	speaking like comedy spoken jokingly assassination funny guys gals
1075	1	dont even listen ur order talk great customer service :thumbs_down:
1076	1	thestalwart mcklein mattlevine reihan charlescwcooke blacks guys dont know money
1077	1	vhdawg day one minions carrying sign saying mother fat one mine
1078	1	starting think uk pretty good basketball team #bbn
1079	1	love told wouldnt gotten hired boss knew pregnant #ha
1080	0	im aware nye celebrations usually laiden false expectationsill happy close door kick arse thru
1081	1	spencerdowney ffpmmarc ooh looks like much fun
1082	1	love waking migraines :loudly_crying_face:
1083	0	hotdog onhttptcoyqdphfzkx
1084	0	muellnerpaul jamieyuccas kimjohnsonwcco kyliebearsewx dont forget alilucia ashleyrobertstv theyre smart kind lovely
1085	0	taylor wrote nasty note car today #we #are #friends
1086	1	youtube keeping big channels big little channels irrelevant since #goodjob
1087	1	indian society teaches get raped rather dont rape #sadhvi #mufflerman #indias #rohtak
1088	0	saw another person wearing heavy winter coat hood encouraging
1089	1	hi orgabeh meet think youre soulmate :smiling_face_with_heart-eyes: zzzzzzz :tired_face: #patience
1090	0	jjjetplane nah dude buddy puked steak shake
1091	1	icequeenerika yes officially try #gamergate
1092	0	two things need better drafting players work ethic thats
1093	0	someone conference call talks housekeeping items grrr
1094	1	youre great person
1095	1	saturday class wee
1096	1	dalailamaquots dont recall dalai lama talking busty girls celebs apart
1097	1	went road morning english professor thank fsu concern commuters :unamused_face:
1098	0	koadmedia many championships trying say makes worth saban
1099	0	ntsikimazwai relate water first amen
1100	1	neiltyson mocking spiritually precious holiday millions courageous #shameonyou
1101	0	got play w dogs last night httptcolulednuqa
1102	0	apparently hang ashley day :grinning_face_with_smiling_eyes:
1103	1	exlabourite yes except farage backs slow genocide palestinians israelis using nazi methods
1104	1	ok watching hurt parents kids decide elope definitely makes change mind small cozy wedding
1105	1	pruemacsween im truly peace
1106	1	learned play string notes guitar #pro #idiot
1107	0	morgan asked wanted play game xbox usually cant even look
1108	1	defendwallst michellemalkin liberal city class intelligence exudes
1109	1	come jhb play volleyball fake beach #work httptcoyswkgvty
1110	0	dont think last time #hobbit #onelasttime #cinema #ov #d #hfr httptcopnyzcsgi
1111	1	wow really best luck known man :grinning_face_with_sweat:
1112	1	love running hours sleep #ijustwannasleep :confused_face:
1113	1	theres reason dont tell parents anything cause always get positive responses
1114	0	could kill best friend #a true #friend
1115	0	dad would shotgun readymy dad would offer beermy dad would ask join clan :face_with_tears_of_joy: rannimarti hartswormx
1116	1	imma kill sobs jk #lol #redeye
1117	0	internet bit slow today blame thick wet cable httptcouxgalyjdr
1118	1	omg #berlin fashion #vscocam httptcojqrlxvz
1119	1	road safety campaign donkey killed car httptcohnwycjp
1120	1	love games week dont get go sleep like
1121	0	every story end life every ending ia new begining #quoteoftheday #lifequotes
1122	1	dont love say hi someone hallway completely ignore yeah love :unamused_face: :oncoming_fist:
1123	0	abraham actually modern day iraq ur chaldea timowensby iloveblackmen
1124	1	rain sleet hun yeah totally want get dress go work sounds like fun #iwannagobacktobed
1125	1	askplaystation helpful
1126	1	studying narcissism read im afraid disorder #centeroftheuniverse
1127	1	love im taken jokemakes feel good
1128	0	playing golf day ery day #perksofbeingold
1129	0	comparing elasticbox hashicorp #atlas
1130	1	zoopla brilliant news potential young buyers
1131	1	guess im sleeping tonight didnt want leave anyways
1132	0	swear stand little fucking girl want punch fucking face bitch needs go home real
1133	1	flooded basements always fun thing deal
1134	1	two constables veer pal singh yadav avnish yadav criminal record ndtv
1135	1	hours sleep sufficient tackle day #timezoneproblems
1136	1	marcottejn killerkalen yeah im avoiding waking time pm im exhausted #sucksimissedyou
1137	1	cafartic heh telstra average work sentence
1138	1	isis acronym words english
1139	1	im early need drive downtown take test bright early morning yay #torontotrafficisfun
1140	0	#but #its #matters #size #style #that #weddingplease rt httptcoyubegszvlp httptcopepdwh
1141	1	going go central last minute present shopping #soorganised
1142	0	game
1143	0	wilw didnt make enough blót ullr god hunting skiing assume hockey
1144	0	wish january already school im major withdrawals #arrow fair wtfwasthat
1145	1	sorry female didnt mean interrupt perfect little manworld :unamused_face:
1146	1	isabelle sends nicest texts :persevering_face: :confounded_face: :broken_heart:
1147	1	swag fanningmyself
1148	0	free chocolates free delivery flower orders bunches httptcosolkhqgk
1149	1	simonorourke ralufc fair looks like hes lost lot weight since amazingly successful halcyon leeds days
1150	0	whats correct word racism towards white peoplethere none #racism #is #good #anyone
1151	0	kisses bc lose wisdom todayfrom mouth #clever lol love text youre able :winking_face_with_tongue: httptcomllegc
1152	1	#torturereport showtimes homeland
1153	1	jesus mary joseph sad go life suffering deficiency
1154	1	good thing gotta work today :thumbs_up:
1155	1	foxy lady #waynesworld #excellent :beaming_face_with_smiling_eyes: :smiling_face: :smiling_face_with_smiling_eyes:
1156	1	redsteeze wow really touched tweet
1157	1	leave school im still bed #fucktherain #wherearemyhunters #imgonnalooksocutetoday
1158	0	uhoh better head hills #storm #clouds #seekshelter httptcocxjxicoys
1159	0	plan using last battery listening countingcrows countingcrowsto get day #big ☆
1160	0	walked #frodos path #lotr #lotro geek quota week already met p heres start httptcomxhpcrm
1161	1	one essay submitted start next one #thirdyearlife #loveit
1162	0	ayjamal yara im restless soul youre well aware like skin perspective comforting expects
1163	0	local theater physical marquee letters rearranged duty change interview
1164	1	night nights row job fun #nightauditadventures #resortjobprobs #fb
1165	0	girl learn cherylchx #it #is #everyday #chezza #sometimes #do #work #andnotgetcaughtbymr httptcoxutpdaao
1166	0	forwards #confused sure
1167	1	dentists oh joy
1168	1	return flight love family #familyvacation
1169	0	love putting christmas tree fam :smiling_face: :Christmas_tree: #christmastree
1170	1	snap chatting sister times #shelovesitwhenisendthatmany httptcoxbdpphfx
1171	0	lagopodous like rabbits footnot easy drop conversation never know
1172	1	standard christmas newsfeed diamonds everywhere everyones engaged congratulations #original #christmas #engaged
1173	0	fits outlaw brownbearmike realsmartguy rbrnetwork
1174	0	#to #our #countries #special #dedication #to #ma #syrian #friends #youre #alone #instalisten #by #heart #voice httptcojohthvbkow
1175	0	people instagram put pointless hashtags #can #you
1176	0	currently bus wanker hate people :confused_face: #stinks #gobonastick #dickheads
1177	1	ya listening talk hot girls favorite past time
1178	1	gee faculty nicholls helpful
1179	1	stinker day nothing gone right got worse day went #ahhhhhhhhh #depression #cantwaitfortomorrow
1180	1	#bitch #bitchy #badass #lol #laughing #jokes #funtime #funny #fun #ecards httptcodixjvuk
1181	0	banderson twitter game perfect tonight #amazingness
1182	0	iiiiiiii best boyfriend everrrrrrrrr
1183	1	bombguy chelsea fan natural sentimental arsenal fan natural stupidspelling
1184	0	sidewalkjr passing judgment many binds actually love creativity vodka versatile liquor
1185	0	yet cant provide source shows rbrnetwork theoldbreed dolphinman josephwarrendr justin coutopanda
1186	1	love eu servers
1187	1	answer one criticize #feminism httptcosytcfcgcrq #uglygirlsclub #fourthwave
1188	1	justanothermo islam religion peace christians hurt anybody get right
1189	1	ams lovely
1190	0	close white folks forced witness firsthand willful ignorance impact race racismbell hooks #ferguson
1191	0	benjones spianovich wasnt full nosebleeds sitting fun crowd reacting joepa fav memory
1192	1	rebooted server seems ok yey #facepalm #devops
1193	1	ppl keep snapping cant snap back im looking good rn
1194	1	least woke feeling lot better today
1195	1	maybe miss world succeed predecessors failed obtaining world peace #missworld
1196	0	nytimes nytnow #dirt country
1197	0	httptcomnkiirqsl #teenanalcasting #virgin virgin cute teenage virgin playing hotel room tight blue gstring underwear
1198	0	jareddudley johnhenson jabariparker acl tear happen
1199	0	vcac looks like even bigger bag hurt vcd httpstcoseqydjfv
1200	1	juskoniall funny joke bae
1201	1	moral police vigilantes quiet every #rape suppose indian culture #uber #delhirape
1202	0	quammunist ben going pick pizzas today
1203	0	chrisratcliff nope everything wrong cold hot hot cold gear seems ok today dipped prob spoke soon #orings
1204	1	thedamiensandow mikethemiz cut promo kanewwe states hes facing wweadamrose oh yay
1205	0	ruling party power #central #state #misusing power #pm speaking foreign parliment #pm visit side india session
1206	1	charlottegshore wow thats impressivei force go later #gymfanatic
1207	0	come lovely weather sleigh ride together ewe httptcoceprvyqlgc
1208	1	deggisfox thats totally obscure
1209	1	dotunakin finally win champs league teams good year weve got solid draw #banter #stillgoingout
1210	1	carolinedries julieplec basically storyline caroline forbes season called stefan great
1211	0	yay days #coffee #harrypotter #christmasbreak #morning httptcomjnsyc
1212	1	scottishfirst pg whilst #slabour #blairmcdougal #deputydug recon #meltdown safe #bettertogether course
1213	0	jewdygold think marys parents believed bubbemeinseh still virgin
1214	1	im seeing people using term #gamergate cant believe im going say theyre using incorrectly
1215	0	hosienation im relaxed waiting facts come ive listened blaine hammer players similar
1216	0	insidethehall ryancorazza keep seeing noon pm eastern noon eastern need plan morning accordingly please advise
1217	1	appreciate raheelk spared suspending accounts blocked us
1218	0	delusion people killed cuz obama black myth rbrnetwork jonjaygroden ananvii joehilgerman freeman
1219	0	mehrtarar thei reights protest ends rights begin cannot take right earning livelihood free movement
1220	0	baking bread hanging glass wine leggings sweatshirt football heaven snow hadnt turned rain
1221	1	cringetalk geob imagine never would guessed
1222	1	crime figures true picture may worse feared says thinktank report via telegraph httptcodpsgzcl surprised
1223	1	hamilton monday night thanks btsportspfl evening games give us saturday football overrated
1224	1	gotta love sound rain beating window christmas day #whereswinter
1225	0	#lebanon #detainee #is #isis leaders #wife #iraqi #official baghdad – iraqi official denied wednesday httptcoamrzzvqtp
1226	1	im victoria secret model secret even victoria knows httptcoynktuqz
1227	1	:unamused_face: half testing group helpful today
1228	0	done worked hard
1229	0	amen :folded_hands: love didnt plan problem :winking_face_with_tongue: #truth emergency pearl httptcopgosgfwj
1230	1	whoops didnt know live peoples expectations instead mine let fix #sorrynotsorry #soz
1231	1	cant wait next year cyber month sale
1232	0	doforsarawak
1233	1	carlytyler greateranglia lets face mo theres delays day ending #valueformoneynot
1234	0	best christmas gift taylorswift new album httptcojtbybysjj
1235	1	love female expresses emphatic manner always attributed menstrual cycle mags #pms
1236	1	irwinjb im persuasive lol
1237	0	#kmybhr study httptcogifouiyml
1238	1	hospital new allergy test love
1239	1	xboxsupport even link service alert
1240	0	hey look
1241	1	skip tbh like much erase life something #awesome :face_with_steam_from_nose:
1242	1	johnnyebs oh joy get even living room #putyourtoysaway #badboyfriend
1243	1	human brains disappear every day never even appeared httptcofbaqfrqs #brain #humanbrain
1244	0	happy new year twitter people hope happy successful lots love :face_blowing_a_kiss: #season #sucks
1245	1	turns sausage butty burger king burger really enjoyed eating half morning #feelshit
1246	1	thing httptcoyvekcrbemz
1247	0	girl #beautiful #short #nose #tall #but #toshort #selfieeee httptcoitgrqbh
1248	0	afneil dailypolitics thesunnewspaper missed hashtag
1249	0	first nigga grab behind homo
1250	0	loooooool rt lonyngwenya monday done friday around corner
1251	0	new homeschool year new marketing business clickbank university wealthy affiliate writing book finally #holyschedule #needanapp
1252	0	scratching night eyes
1253	1	working boxing day fun
1254	0	u #deadbeatdads ur worth hair #kids heads tough #singlemom least #beautiful #daughter loved
1255	1	bad happening #theinterview looks like really good movie
1256	1	markcoker gun laws fix everything
1257	1	bengals sucking yesterday totally made worth staying hours yesterday coming work
1258	0	johnsheehan mattbrickman mostly follow lists dip full feed randomly
1259	0	matters message board thread authoritative source iloveblackmen timowensby
1260	1	:weary_cat_face: :face_screaming_in_fear: :weary_cat_face: :face_screaming_in_fear: :weary_cat_face: :face_screaming_in_fear: #popcorn :face_with_tears_of_joy: :Santa_Claus: :face_with_tears_of_joy: :Santa_Claus: :face_with_tears_of_joy: :pistol: :pistol: bringing movie tuesday night httptcoucmggw
1261	1	mom bring physical trainer dunckin donuts yes bringing donuts fitness fanatic would make perfect sense
1262	1	jimjefferies far funniest prick world moment please come geelong normal mayor
1263	1	thank harding science department giving us minutes final
1264	1	mikeashleyout towlawrian nufcfans guess lost couple million lambias #ludicrousstory
1265	0	catacarryon moved north jersey big rangers fan coyotes came town
1266	0	stlyou never win rt viggiekopite new manager new striker new transfer committee cont httptcovqkvixenx
1267	0	tedskibinski redstate pamelajanevp maybe going jump land something technically ground
1268	1	also sick names
1269	0	babysitting night hoping car doesnt get towed bc idk park :anxious_face_with_sweat:
1270	0	lrlam mean doesnt mean much hate oh orz
1271	1	telegraphpromos mistressfiona second prize two signed copies boris book #onlykidding
1272	1	#corpsman wisdom head cold took advice motrin hydrated changed socks cold eliminated #navy
1273	0	follow startonlinehere great tweets starting online shop httptcoxyabzwuow startonlinehere
1274	1	bigkev jennyah ok kev gurneys bowling next
1275	1	take blazing hot showers get used burning pits hell #ifitsreal
1276	0	festive #ff titaniumaccount rightmoveaddict aroundthehouses bctlc thejamhouse iabbham brumchamber jackiedeburca brumstew
1277	0	love procrastinating hate cramming
1278	1	entertaining journalists collecting facts annoying dentists #entertaining #annoying #factaboutdentist
1279	0	#your biggest task get look #how shall one looking #none #cleverclogs #shld #know #my #nakhre
1280	1	zuckerberg says wears grey tshirt everyday doesnt want waste time things dont matterhe runs facebook
1281	1	stomach wonderland gas inducing bacteria #blessed
1282	0	comes universe #tmltalk #leafs
1283	1	thank god #knicks resigned carmelo #thebullscanhavehim
1284	0	heaven knows im miserable #thesmiths #girl #old #ohwow #instasize #a #goodmood #weirdpose httptcotgysuzu
1285	1	balanced view pjhelliar theprojecttv
1286	0	quikr alone tonight cause personal song helps imagine beyond another world #gosupersonicquikraboveandbeyond
1287	0	dorlacoddington wherephilly thx thry real dont friend httptcooxybfwwwb
1288	0	boone pratt evolution televised directed devin gibson httptcoxlzkxsdys via youtube
1289	1	brave tesco humungous shopping list hail outside #ohbliss
1290	0	carlyaquilino weird httptcoapfzygetvr gampnasty
1291	0	breaking girl dont buy presents #lowbudget #smartmove #a #good #idea #butscheming doe
1292	0	#comptroller #citibike #stations #bikes #being #properly #maintained citibike gears expand httptcobpaikunft
1293	1	ooh someone knows click unfollow button im impressed #beforecoffee httptcocmuldrd
1294	0	im ready get drunk tonight
1295	0	think new sweater bought maternity sweater oh well super cozy
1296	1	double dance boys makes monday worthwhile
1297	1	obama wants closer relations marxist nation im shocked tell shocked #cuba httptcoasakjz
1298	0	bigbillybmoney oh haha aint :face_with_tears_of_joy: :face_with_tears_of_joy: aint even seen em
1299	1	able think self angry nice gift #itsacurse
1300	0	johnmcternan thesnp paper supported blackshirts
1301	0	one lying rbrnetwork theoldbreed dolphinman josephwarrendr justin
1302	1	cool know people talk shit night
1303	0	espngreeny osu opponents record much better baylor outright conf champs wins tms winning records baylor
1304	1	dudleymbc happy new year thanks reply
1305	0	dressing gown turkey buffalo sauce sandwich hand big fat quiz year #moving #ever #again
1306	0	etownmiller per day definitely costco socks must say funky sock movement kinda cool
1307	1	tiring selfieebut yet looks #freshh p aftr long work love unii httptcozxsqmztxe
1308	0	nothing anything hate word fleek sounds like something id name neopet
1309	0	oomf chowed moms car
1310	0	stop living like king youre one using real life #exodusmovie
1311	1	think might artist #flowers #pretty #love #beautiful #painting #art #nature #lchs httptcogqzyivapn
1312	0	im really stoked going abroad fall well next week thats completely different reasons #imissmyboyfriend
1313	0	look behind tara ella starbucks #mytopgirls omni santry httptcofdskpjc
1314	1	fausalien dont like yellow things yellow hi kapitana nagaaral kmi ni gelalienlover asdfghjkl huhuhu
1315	0	love ya jerry heck
1316	0	im usually fan anything #pumpkin #pumpkinspiced omg best cookies ive httptcolyrhulnsw
1317	0	image via heart httpstcojqsxrqtyd #boy #funny #girl #k #mad #ok httptcotzwekjkvd
1318	1	take time want right httptconxkfiwfsi
1319	0	sowinski annnnddddddd opinion irrelevant
1320	0	#its #over finishedits ending #beginning #god #all #things httptcoaeufjnxwu
1321	1	ikereese know big spot time ive watched choked haha must mean sucks right
1322	0	uberstaub oh fingers stick together
1323	1	cant wait work dream team today #delilyfe :see-no-evil_monkey:
1324	1	love chaotic school run
1325	1	joshtiffers new fave thing facebook #sexpest httptcoopivuxqxh
1326	0	andyyoung maneezafmcl imseoalan please reply gentleman behalf us foodjob #jokles #gotrealworktodo
1327	1	luck keeps getting better better
1328	1	rwwatchma deutsch misogynistic toad shocking hes bigot #handsupdontshoot
1329	0	cleartalkingcom google drive review httptcoaqdorjwb
1330	0	tumblrthings dont say anything retweet httpstcoovhjyzfp lloydgallagher bigtant boydie
1331	1	lucasharriss ok hope rain soon :confounded_face:
1332	0	httptcoizmygpj nope fit definition rbrnetwork joehilgerman freeman ananvii abptrocket
1333	1	second day row im late work thanks mta service definitely worth fare hike httptcodqmsbjvhg
1334	1	yeah im diet :pizza: httptcorfgzvzubc
1335	0	#notcies #eu ebola leaves hundreds thousands facing hunger three worsthit countries httptcogxser
1336	1	dont offended hear #happyholidays people refer #christmas word holiday derived holy day #fb
1337	0	mughalowowais batoolmisbah lol
1338	0	wow doutzen looks amazing baby
1339	1	always nice taking cig break like house hear weird creepy noises really dark
1340	1	j cole song virgin virgin #musicalgenius #innovation
1341	0	spotjso thanks update spot im good w post stuff blog httptcojummwiayt
1342	0	httptcojurdwnoqz ugly christmas sweater womens sz httptcorcxsqxzkw
1343	1	well great way start morning :grinning_face:
1344	1	see play wasnt reviewed wasnt even close httptcojwulbpvm
1345	0	catching rhoa #love drama
1346	0	never #australia dependant govt money #sad #socialism #unrealistic people spend earn
1347	1	danisnotonfire one disturbing dan tickling elfs :eggplant: biting #philisinnocent :beaming_face_with_smiling_eyes: :pistol: httptcoctcrhdw
1348	1	jimspellmantv rtcom hitting big issues champ
1349	0	rt rumoursimadiva rumourisimadads accent
1350	0	onejoey hoppykristin least could barging convo
1351	1	#video #jesus #bulldogs #deep #meaningfulcough #dog #dogs #bulldog #religion #vloghttptcohouetifrn
1352	0	vanstrael natgeo live world even neighbors look alien
1353	1	fleshframes plus memory short deleted pic shared boom
1354	1	nice weekend back work tonight fucking moon
1355	0	bridal #jewels #exciting range #hand made #high quality jewellery high street #bespoke #custom httptcofzhwtnzaf
1356	1	heathmusic soi click link private message see nasty rumor going around #boohackers
1357	1	current christmas song obsession played nonstop weekend httptcorlihtuxnv via youtube
1358	0	flight diverted boiling water incident httptcofptyjxyim
1359	1	grand year definitely get information need practical class
1360	0	juveunited happens rt
1361	0	sneaking round mini golf #hollywooddriveingolf #universal #citiwalk kiddos httptcoihdeyyylsi
1362	0	twitter account worth according social account worth calculator see much youre worth httptcomxflraalzq
1363	1	taking break reading #socialmedia check social media
1364	0	video sororitypups dipmagazine #wifeyseries drops today #covermodels erickaajanae httptcoirkloz
1365	1	kirsch united hope people missed connecting flights take joy wonderful experience #sorrynotsorry
1366	1	novusordowatch caught attendinggasp latin mass
1367	1	love gcash stay tweet cant stay hang #truebro
1368	0	lol website suspended jumbopaperclips rbrnetwork
1369	1	worst consider things like conservative tribune credible source information totally bias
1370	0	#redsox rt pgammo meanwhile caguas rusney castillo goes mammoth hr man alex cora loves guy
1371	1	want thank elenat tumblr spoiling #bofa honestly fuck #martinfreeman
1372	1	love waking five minutes school
1373	0	already cant wait julia come back
1374	1	gonna loooong day yolo lets fun :grinning_squinting_face:
1375	0	snakemoore youre slipping back hate figure territory
1376	1	used great feeling
1377	1	meanwhile zimbabwe south african imposed government promises stamp corruption
1378	0	people loving funk lets keep tweet going httptcomirpqgj
1379	0	boys town httptcodrzwqghq
1380	0	footy socks trackies tee fluffy dressing gown im wrapped quilt sweating bean shivering nuds
1381	1	finger ducking attractive without bandage tbh
1382	1	accidentally breaking computer tech support haha talk employee month #techsupport :laptop_computer: :floppy_disk: :pistol:
1383	1	glad voting put good use
1384	1	ppl make blanket statements whole race defense sick hearing race
1385	1	love wide awake
1386	1	word taliban comes root word talib means student #peshawarattack #deathtotaliban #deathtoisis
1387	1	yay fucking monday life perfect magical love everything
1388	1	event technology session internet problems #hsc
1389	0	#marleyandme rt alexspeier sources tell bradfo dodgers showing serious interest jon lester
1390	1	anyone tell iv uploading items onto depop today lol #lotsofdepopuploaded
1391	0	yodelonline wheres boots happy
